Description,AvgUnitsShipped,StdUnitsShipped,MinUnitsShipped,MaxUnitsShipped,AvgNetAmount,StdNetAmount,MinNetAmount,MaxNetAmount,NumberOfTransactions,NumberOfTransactionDays,GLCategory
"  ROAST,HZLNT CRNBRY ENCRUT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,16,Frozen
"TULSI TEA,OG2,INDIA B",1.0131,0.38021634359717493,0.0,4.0,17.207379,6.244438798807371,0.0,42.24,229,126,Packaged Tea
NAT VITAL CALM PLUS RASP,2.704225,1.3876430808819398,1.0,6.0,51.638873,26.5595640319908,18.86,115.56,71,57,Vitamins
"MISO,OG3,JAPANESE STY",1.0201,0.619219115564559,0.0,6.0,11.989094999999999,6.56605751565721,0.0,59.7,199,138,Packaged Grocery
OG1 100% NONI JUICE,1.715277,1.58075486280635,0.0,6.0,26.202707999999998,24.0779344251136,0.0,91.08,144,117,Vitamins
"POTATO CHIPS,LIGHTLY SALT",1.0361790000000002,0.399303364677784,0.0,10.0,33.382959,12.653690093703698,0.0,324.0,1382,273,Packaged Grocery
SOD MILK ORIG COCONUT,1.162641,0.6721771345568891,0.0,10.0,16.333343,9.345751491010711,0.0,149.6,4513,292,Refrigerated Grocery
"CONDITNR,ALOE VERA MST",2.43618,2.02765028580531,0.0,24.0,9.063798,7.20594630933908,0.0,78.96,995,253,Body Care
OG1 EDEN RSTD PUMPKIN SD,1.0078120000000002,0.32851193278837,0.0,8.0,28.325015000000004,8.70780341850595,0.0,199.04,640,249,Packaged Grocery
NEW MAZEL ZUM GLOW (SKINNY VOTIVE),0.9081629999999999,0.40666066643493803,0.0,2.0,8.118857,3.66006960721407,0.0,18.3,490,219,Packaged Grocery
"QUINOA,OG,IMPORTED,ANDEAN",0.727272,0.45584230583855195,0.0,1.0,56.052727000000004,37.2550853264891,0.0,105.23,22,21,Packaged Grocery
AC ORANGE ESSENTIAL OIL,2.950367,2.28786299986533,0.0,24.0,5.303451,3.91723682702555,0.0,39.12,2176,281,Body Care
CS CNTRY PEACH PASSION,1.040084,0.25284176261601804,0.0,3.0,11.947088,3.16665361224661,0.0,26.04,474,212,Packaged Tea
OG2 MILLENN KOMB CITRUS,1.108372,0.617340069234064,0.0,10.0,28.365526000000003,15.699708886406802,0.0,254.0,3165,291,Refrigerated Grocery
"POT PIE,OG3,BROCC & C",0.925608,0.325775582682628,0.0,2.0,26.861988,9.4644945999666,0.0,57.88,1398,277,Frozen
Organic Multigrain Snack Chip Summertime Blues,1.138947,0.825272584662925,0.0,10.0,22.571178,15.7888411524173,0.0,185.9,475,202,Packaged Grocery
JNC APRICOT KERATIN SHAM,2.093457,1.10344837087055,0.0,6.0,10.123925,5.46455176172954,0.0,30.36,107,90,Body Care
OG2 EB BABY CHKN/STAR SP,0.924528,0.299145233323124,0.0,2.0,14.42283,5.1676074881749905,0.0,31.74,106,86,Packaged Grocery
STNY YOG OSOY VANILLA OG3,0.8389700000000001,0.5754363733894471,0.0,5.0,7.946077000000001,5.44230406606329,0.0,49.45,1981,288,Refrigerated Grocery
"TOFU,OG,SILKEN",1.14277,0.5967558127595021,0.0,10.0,10.045015,5.215024086766821,0.0,78.4,1653,277,Refrigerated Grocery
"COTTAGE CHEESE,OG,2% LF",1.02496,0.175002785803545,1.0,3.0,108.4817,20.429910159741603,0.0,319.05,641,245,Packaged Grocery
"JUICE,OG,JUST CONCORD GRAPE",1.70517,1.50877962857004,0.0,9.0,46.699086,27.3708703831461,0.0,284.64,909,252,Packaged Grocery
"TOMATO,OG2,DICED,FIRE",1.673087,2.26297376822563,0.0,75.0,25.800187,34.1282102340234,0.0,1272.0,3686,284,Packaged Grocery
"TAMPONS,OG,SUPER",3.976,3.18767659138785,0.0,24.0,7.02072,5.62494056606778,0.0,42.96,625,245,Body Care
"DRPS,OG2,MANUKA HON & LEM",2.663888,2.40839441630729,0.0,18.0,11.422888,13.046591801991301,0.0,99.72,360,156,Vitamins
"GINGER CHEWS,ORIGINAL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,Packaged Grocery
OG2 FD APPLE SAUCE CINN,0.613611,0.560603303790817,0.0,4.0,13.840878,12.784038644464399,0.0,91.04,911,254,Packaged Grocery
"BAR SOAP,OLIVE&CHAMOMILE",3.345733,2.70451789791746,0.0,24.0,6.056564,4.62077400726294,0.0,39.84,457,200,Body Care
"ESSENTIAL OIL,TEA TRE",3.506498,3.44760917434606,0.0,48.0,13.088169,12.5512329993869,0.0,198.72,2693,288,Body Care
"YGRT,OG2,FF,PLAIN",1.163506,0.634677620171121,0.0,8.0,20.040263,11.0759267403301,0.0,146.96,4061,291,Refrigerated Grocery
TINKY RCE BRN LASAG OG1,0.701438,0.46626027523421504,0.0,2.0,22.122589,14.768202393396301,0.0,56.12,278,169,Packaged Grocery
SARDINES IN TOMATO SAUCE,0.646953,0.9219542712390291,0.0,12.0,14.738566,21.5887159522901,0.0,285.0,558,161,Packaged Grocery
OREGON BING CHERRIES,0.753246,0.6520381841386639,0.0,3.0,13.185974,9.58951116416982,0.0,22.15,77,65,Packaged Grocery
A.N 1000 ROSES PRL EXFOL,2.141552,1.43452174069391,0.0,12.0,13.978629999999999,8.98718276648304,0.0,74.28,219,131,Body Care
"HERB TEA,CINN APPLE SPICE",2.9863939999999998,1.9068765318202099,1.0,24.0,11.830249,7.02331562993163,0.0,77.52,441,210,Packaged Grocery
AC YOGA MST MOTIVATING,2.2368419999999998,1.20559865102549,1.0,8.0,10.798815,5.774239772123621,4.8,38.56,152,108,Body Care
"BAR,CASHEW COCONUT,GF",1.038461,0.344182420326109,0.0,2.0,14.206538,5.7187249923791095,0.0,28.34,26,25,Packaged Grocery
OG1 TM GREEN W/ GINGER,1.018518,0.134941853861541,1.0,2.0,18.550017999999998,2.8638463243687897,0.0,37.5,540,229,Packaged Tea
MEYEN GOAT MILK PWDR,2.882352,1.23508952449188,0.0,8.0,38.614901,26.562364982951998,0.0,101.39,357,199,Packaged Grocery
"PEACHES,OG2,DICED,CUP",1.1102969999999999,1.4806505005896802,0.0,40.0,15.748755,21.0522977561922,0.0,568.4,1913,282,Packaged Grocery
OG3 KBRTA GTMLKYG BANVN,0.7758619999999999,0.6551645457601689,0.0,3.0,5.71954,4.92698594871496,0.0,19.83,174,119,Packaged Grocery
"POTATO CHIPS,MAPLE BA",1.004032,0.449448450957867,0.0,4.0,27.261329999999997,12.150935743304998,0.0,109.16,496,206,Packaged Grocery
"YOGURT,ND,COCONUT",0.749703,0.5159998548353011,0.0,3.0,9.749383,6.76440283393966,0.0,41.7,843,260,Refrigerated Grocery
"PASTA,OG1,WW,GOBBETTI",1.063145,0.302341400395874,1.0,4.0,21.411239000000002,6.21625311812211,0.0,81.48,871,238,Packaged Grocery
COMPLETE COLD'N FLU 4 KID,0.22727199999999997,0.522232967867094,0.0,2.0,1.046818,2.40278788922201,0.0,9.24,44,35,Vitamins
FD STNGRND WHEAT CRKR,1.102333,0.475327817827187,0.0,10.0,19.298026,8.0618396158664,0.0,167.9,3000,290,Packaged Grocery
DARK CHOC W/SEA SALT,1.084355,0.4543025738920429,0.0,6.0,22.811119,9.63625063986346,0.0,125.82,652,230,Packaged Grocery
"MAC&CHSE,CLASSIC",2.200253,4.94256841157289,0.0,144.0,37.511381,85.8956381978673,0.0,2589.12,3156,281,Packaged Grocery
OG2 WHLSM FT SUGAR POUCH,1.019512,0.220268242996852,1.0,4.0,28.641097,6.53912449485128,0.0,113.92,410,205,Packaged Grocery
"SLIPPERY ELM,NASAL SPRAY",0.468289,1.16074681096796,0.0,6.0,0.859454,2.65334859047155,0.0,18.0,1356,239,Vitamins
OG2 EDEN BR RICE VINEGAR,1.7796830000000001,1.4835990745537,0.0,8.0,34.606332,15.4934950940757,0.0,113.43,758,250,Packaged Grocery
OG3 DR B BABY MILD LQ SP,0.981651,0.724573942837203,0.0,8.0,18.095871,13.559532685761699,0.0,147.92,218,143,Body Care
"SHAVE GEL,OG,SPRMNT/PPRMT",2.173553,1.57525192955385,0.0,18.0,9.489537,6.840790186921309,0.0,77.94,605,225,Body Care
"SOY PUDDING,OG2,CHOCO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,54,Refrigerated Grocery
"OIL,OG2,SESAME",0.7967029999999999,0.4894367481681579,0.0,4.0,36.290796,22.3801992293486,0.0,172.92,364,201,Packaged Grocery
"COFFEE,OG,FREEZE DRIED",1.1117219999999999,0.47302568429644803,0.0,10.0,38.172399,15.132350403842,0.0,305.4,2363,282,Packaged Grocery
"COOL BREW ICED TEA,PEA",0.6444439999999999,0.608857184163142,0.0,2.0,12.089333,12.034841162981,0.0,40.92,45,43,Packaged Tea
OG2 WHLSM LT CORN SYRUP,1.155361,1.3278142617305502,0.0,12.0,23.167220999999998,26.9648456641251,0.0,245.04,457,197,Packaged Grocery
VALERIAN ROOT,2.211764,1.22565937207633,1.0,8.0,13.9,7.79171324152109,6.23,50.8,85,75,Vitamins
"LAWN & LEAF BAG,33 GA",1.260869,0.6122738170566661,0.0,3.0,47.575434,24.587124517295297,0.0,118.56,46,43,Packaged Grocery
"Salads, Sweet Butter Lettuce, Fresh Express, 6x6.5",2.404958,2.09196284382513,0.0,12.0,7.455537,6.574524437860269,0.0,37.68,121,94,Body Care
"SAGE GROUND,OG",2.833333,1.5858087947671597,1.0,10.0,8.393333,4.78145676365558,0.0,30.2,294,176,Packaged Grocery
"OATMEAL POUCH,OG,APL CINN",1.122448,0.583971566464612,0.0,8.0,17.63516,8.94588615421556,0.0,113.28,1029,260,Packaged Grocery
"CHILI POWDER BLEND,OG",2.597826,2.34635682635715,0.0,12.0,9.682309,8.82372123898008,0.0,49.8,368,184,Body Care
OG2 AMYS BLACK BEAN CHIL,1.099626,0.675571142795434,0.0,9.0,28.627284999999997,5.547900198326401,0.0,61.98,803,251,Packaged Grocery
"CLIF BAR,OG,BLUBRY CRI",1.1912129999999999,0.671142491384861,1.0,10.0,14.752820000000002,8.25430216173066,0.0,124.5,2003,282,Packaged Grocery
"JCE,OG2,POMGRNT,S211329-8",0.757692,1.1006046344308,0.0,8.0,39.993076,41.023063290911395,0.0,264.08,260,151,Packaged Grocery
EPSOM SALT,4.079578,4.22419534786705,0.0,48.0,18.143507,18.5451447786496,0.0,210.72,3418,287,Body Care
"SNACK CRACKER,OG,CHED",1.37517,1.29313373785939,0.0,15.0,35.679627,29.486105735329698,0.0,450.75,2199,281,Packaged Grocery
"ICE CRM,CUP,COOKIE DOUGH",0.809399,0.509301343336471,0.0,2.0,9.210574000000001,5.8060197758682195,0.0,23.34,383,202,Frozen
"TSTR PSTRY,OG2,FRST,W",1.0607209999999998,0.320577324970998,1.0,4.0,32.387778999999995,9.290345504147789,0.0,127.56,527,207,Packaged Grocery
"TEA,OG2,BALANCE",1.0731700000000002,0.365986914289879,0.0,3.0,9.460405999999999,13.4032093904612,0.0,65.49,123,38,Packaged Tea
"OG,EVAP PALM SUGAR,BLONDE",0.854485,0.46291448768439203,0.0,6.0,18.29861,10.0087300521429,0.0,133.86,914,263,Packaged Grocery
OG2 BIONAT WHL PLD TOM,1.140074,1.0712104912168798,0.0,23.0,29.51025,26.346464119835897,0.0,518.65,1078,256,Packaged Grocery
NAT VITAL CALM,2.76504,2.3067446925433703,0.0,24.0,25.673121,21.3011297536282,0.0,221.52,2111,283,Vitamins
TARTAR SAUCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,Packaged Grocery
"BREAD CRUMB,ITALIAN P",0.282321,0.7930012245034641,0.0,6.0,3.837792,9.07550341787524,0.0,86.2,1137,223,Packaged Grocery
"CORE BAR,OG3,MINT CHO",1.2884879999999999,0.909818703055871,0.0,15.0,27.388779,19.2413368719368,0.0,317.85,721,228,Packaged Grocery
NTINT 5N LT CHESTNUT BRN,1.9437220000000002,1.1890952673325301,0.0,12.0,15.570561999999999,9.50137873939716,0.0,104.76,924,261,Body Care
"PASTA,OG,LASAGNE,WW",1.012084,0.134295712057497,1.0,3.0,25.827915,3.66342498367381,0.0,76.83,331,168,Packaged Grocery
GNRPL GINGER GIZER,1.0,0.0,1.0,1.0,34.056339,1.6624371534749298,31.22,36.07,112,92,Packaged Grocery
"BISCUIT,FLAKY,NATURAL",0.9701120000000001,0.34637902620960603,0.0,4.0,32.234937,11.6101131000304,0.0,133.04,1606,268,Refrigerated Grocery
"OLIVE OIL,OG,EXTRA VIR",1.170706,0.930238404050843,0.0,12.0,47.884415000000004,35.1233956193257,0.0,442.2,949,258,Packaged Grocery
F.T. GINGER ALE,1.0,0.24870800168690302,0.0,2.0,22.059081,5.746198220847191,0.0,45.8,98,83,Packaged Grocery
"SUGAR,OG,MILLED,UNREFINED",1.019512,0.220268242996852,1.0,4.0,28.641097,6.53912449485128,0.0,113.92,410,205,Packaged Grocery
"BEEF STICK,OG2,GRSFD,TERY",1.30303,0.8221865214114591,0.0,4.0,33.424696000000004,27.7905758359084,0.0,132.48,66,50,Packaged Grocery
BEARD BALM,1.316455,1.4982408812993402,0.0,6.0,6.970758999999999,8.204110410087269,0.0,32.1,79,64,Body Care
"SHOWER GEL,CUCUMBER/M",2.738532,2.91022480490056,0.0,20.0,12.89438,13.815423326289801,0.0,96.4,436,207,Body Care
"WHL GRN RCE,OG2,WLD PRCNI",1.051212,0.685815659925991,0.0,12.0,12.281024,7.176963411702991,0.0,124.2,371,188,Packaged Grocery
LAKE POMEGRANATE PURE OG2,1.205323,0.8594850009018791,0.0,8.0,80.750741,32.2644763112575,0.0,424.32,526,215,Packaged Grocery
"BATH SALT,OG,FRENCH LVNDR",1.82,1.8035113144154298,0.0,12.0,10.142,8.66879155008214,0.0,57.6,50,44,Body Care
"SALSA,MILD MEXICANA",1.078431,0.751212456160855,0.0,5.0,15.881013000000001,10.8945626663777,0.0,76.4,306,134,Packaged Grocery
"D:TOX SYSTEM,BDY SCRU",1.828571,1.09774405796922,0.0,6.0,8.314,3.96626969508096,0.0,19.36,35,34,Body Care
"ROAST,TURKEY,MEAT FREE",0.861244,0.421627322196072,0.0,2.0,45.562631,22.5643786936392,0.0,107.0,209,118,Frozen
LH VANILLA HEMP MILK,1.037815,0.35929559075939393,0.0,5.0,29.283528999999998,10.2979723778991,0.0,126.05,476,214,Packaged Grocery
"BODY LTN,HAWAIN COCO BUTR",2.6548849999999997,1.7119135362651798,0.0,12.0,13.013762,8.311423375012911,0.0,60.72,481,198,Body Care
PELO GRAPE LEAVES,2.018518,1.57205238691265,0.0,6.0,16.491666,10.8504346056771,0.0,68.1,54,46,Packaged Grocery
"POT PIE,OG,VEG,N/D,VEGAN",0.942001,0.321519269167393,0.0,3.0,27.386127000000002,9.368581276658599,0.0,86.82,1069,269,Frozen
"CLEANER,SHOWER,GRN MANDRN",0.0,,0.0,0.0,0.0,,0.0,0.0,1,1,Packaged Grocery
"WHL MLK YGRT,APRCT MAN",0.9818180000000001,0.757691059716867,0.0,6.0,7.874433,5.95881458383595,0.0,46.98,3575,291,Refrigerated Grocery
AC MINRL BATH TRANQUILIT,1.25,1.29623784782714,0.0,6.0,7.556817999999999,7.83672623055603,0.0,36.12,44,40,Body Care
REO PENNE & CHREESE OG2,0.9710139999999999,0.16899482177531697,0.0,1.0,23.580289,5.2700122700534004,0.0,26.1,69,63,Packaged Grocery
"STRAWS,7.75"",COMPOSTABLE",1.0,0.0,1.0,1.0,36.73,1.9271073808024197,32.96,39.61,64,61,Packaged Grocery
TK PASTE CURRY GREEN,1.254812,0.9866829968234241,0.0,8.0,24.755563000000002,8.27656078732905,0.0,205.04,1091,265,Packaged Grocery
NATRD EXPECTORANT,1.989495,1.2489553352526201,0.0,6.0,8.895,5.61484620401458,0.0,29.7,476,211,Vitamins
MIGRAINE HEADACHE REL,2.16,1.3586718900502899,0.0,12.0,9.44176,5.90274685409508,0.0,52.68,375,200,Vitamins
"DEOD STK,WIDE,CLEAN,P",0.18528599999999998,0.42913225749627293,0.0,3.0,3.9524519999999996,9.14398449471891,0.0,63.57,367,155,Body Care
"FRSTING MX,DRK CHOC,W",0.822033,0.4263010439087199,0.0,2.0,13.72,7.161321441349,0.0,34.78,118,89,Packaged Grocery
OG2 MJBC CHOC RTU FRSTNG,1.006993,0.302489750647072,0.0,3.0,23.752377,7.1497593732819995,0.0,63.99,143,100,Packaged Grocery
BRM OATS ROLLED WF GF,1.167512,0.6939398558637309,1.0,30.0,19.698107999999998,10.6162368786895,0.0,441.0,3743,289,Packaged Grocery
NUTR PB 8 ACIDOPHILUS,2.914691,1.89884671751667,0.0,12.0,29.532559000000003,19.1043622458766,0.0,134.76,1055,261,Vitamins
Ranch,1.142506,0.573930025546025,0.0,6.0,11.419312,5.15383677619813,0.0,52.62,407,193,Packaged Grocery
"TEA TREE OIL,100% PURE",2.95301,1.74831697595819,0.0,12.0,15.919706,9.39047927904069,0.0,70.08,681,239,Body Care
"WTR,WTRMLN,LMN,S206480-6",0.671309,0.830409629353775,0.0,10.0,7.474456,10.293988546365,0.0,83.7,718,171,Refrigerated Grocery
SHELTON TRKY MEATBLLS,1.188785,0.47762412916072994,1.0,5.0,28.813196,11.342712106525099,0.0,122.4,1070,259,Meat
"LAWN & LEAF BAG,33 GAL",1.260869,0.6122738170566661,0.0,3.0,47.575434,24.587124517295297,0.0,118.56,46,43,Packaged Grocery
OG2 SPEC X VRG OLIVE OIL,1.7138349999999998,3.5257190742327897,0.0,60.0,81.517782,161.359904602096,0.0,2598.6,2855,275,Packaged Grocery
"CNUT OIL,OG2,X-VIRG,P",1.44423,0.906392085859987,0.0,8.0,72.09313399999999,46.264601540117596,0.0,641.44,520,189,Packaged Grocery
OG2 PF GHEE CLARIF BTR,0.990131,0.262715437723691,0.0,6.0,94.09875,24.9264648032246,0.0,578.7,1824,277,Packaged Grocery
"Meats, Genoa Salami, Gluten Free, Antibiotic Free,",1.020833,0.36403150879276797,-1.0,3.0,67.591557,24.2918914440095,-66.47,199.41,276,176,Meat
"Oranges, Juicing, Texas, 38 lb 113 ct, Organic",1.915909,1.18637734258793,0.0,12.0,8.381272000000001,5.186312827577611,0.0,52.68,440,204,Body Care
T.I. TOFURKY GBLT GRAVY,0.6181810000000001,0.8048673479595551,0.0,5.0,13.993454000000002,17.725952016243202,0.0,107.4,55,46,Frozen
"RAVIOLI,OG,BTTRNUT SQUASH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,39,Frozen
"TTHPWDR,EXTRABRITE,W/O",3.1213189999999997,2.68699350701081,1.0,24.0,12.274216000000001,10.8599144503108,0.0,103.68,849,266,Body Care
"TEA,LEMON GINGER",1.111764,0.467123075835185,0.0,3.0,12.487822999999999,4.93544545731842,0.0,31.29,170,116,Packaged Tea
NW SAMBUCUS IMMUNE SYRUP,2.461538,2.16112131638406,0.0,24.0,20.660139,17.0267452972953,0.0,160.32,286,165,Vitamins
"SALPICA SALSA,MANGO P",1.1220379999999999,0.893484320654143,0.0,10.0,15.888542000000001,12.330305744667301,0.0,133.1,1393,252,Packaged Grocery
"HEMPMILK,ORIGINAL",1.075433,0.33869187260401895,0.0,6.0,30.267696,9.120126464476,0.0,151.26,981,267,Packaged Grocery
LUND RICE JUBILEE,1.022222,0.210818510677892,0.0,2.0,15.344,3.1356940346041298,0.0,31.28,90,75,Packaged Grocery
COLDSTICK W/ SUPER LYS,2.852248,1.9918315698235403,0.0,12.0,9.796038000000001,6.811171959196059,0.0,44.04,467,212,Body Care
OG2 FD GARDEN VEG PSCE,1.060629,1.01759116031666,0.0,22.0,24.240214,23.382345946262802,0.0,504.46,1303,270,Packaged Grocery
"PSTA,OG1,PENNE,ANCT GRN",0.9435889999999999,0.567048276911122,0.0,4.0,13.147589000000002,6.61099668358784,0.0,36.0,195,109,Packaged Grocery
OG2 FD COCOA CHIP COOKIE,1.091225,0.572937563348854,0.0,12.0,13.845376000000002,6.87204620344293,0.0,136.8,1436,284,Packaged Grocery
OG1 FRMRS NON-HOMOG WHL,1.175606,0.568523377435005,0.0,5.0,28.351896000000004,13.7089703953864,0.0,119.3,2927,292,Refrigerated Grocery
"CNUT OIL,OG2,X-VIRG,G",1.508892,2.7372092858377,0.0,100.0,95.92756700000001,176.24168784217602,0.0,6480.0,1743,265,Packaged Grocery
EDEN UDON BROWN RICE,0.925373,0.263774387295487,0.0,1.0,30.361342999999998,8.66857315756393,0.0,33.98,134,100,Packaged Grocery
"ALMND BRZ,UNSWT VAN,ASEP",0.995495,0.348910337881347,0.0,4.0,9.344515,3.39100604171514,0.0,37.48,888,258,Packaged Grocery
OG2 WILD BKD TOFU ALOHA,0.0,,0.0,0.0,0.0,,0.0,0.0,1,1,Refrigerated Grocery
"SOUP,OG2,L/S,LENTIL VEGTL",1.176917,0.8268749000228491,0.0,15.0,23.973295,10.7100782685429,0.0,272.1,1317,273,Packaged Grocery
FRTA SALSA TOMATILLA MED,1.3847399999999999,1.07327256756138,0.0,12.0,20.500269,15.466282452711502,0.0,183.84,2451,272,Packaged Grocery
WP ORGANIC CHKN DUMP 14.5 OZ,1.144851,0.49645123914768,0.0,6.0,22.507154999999997,9.62396864542227,0.0,103.14,573,210,Packaged Grocery
"MEAT ALTERNATIVE,MEXICAN",0.363636,0.488504210459197,0.0,1.0,7.3218179999999995,9.85992566355898,0.0,20.94,33,32,Packaged Grocery
"BETWEEN DENTAL GUM,CINN",0.833333,0.5903260526902471,0.0,3.0,8.909742999999999,6.14994350609866,0.0,28.05,78,65,Body Care
"LOTION,HAND & BODY,LVNDR",2.407588,1.5183812288577399,0.0,12.0,13.388848999999999,8.50278935766874,0.0,69.36,817,245,Body Care
NAT SEA ALBCR WHITE NSA,0.691474,1.1626855956907098,0.0,15.0,18.068903,28.768725901391697,0.0,351.0,739,210,Packaged Grocery
"TOMATOES,OG,CRUSHED",1.315188,2.27035747253373,0.0,73.0,34.137611,52.16840490892999,0.0,1646.15,1139,249,Packaged Grocery
WOOD CHOPPD COLLARD GRNS,1.022624,0.38663394614200397,0.0,4.0,17.80276,6.56967212973561,0.0,66.12,221,141,Frozen
OG2 WW SILK VAN SOYMLK,0.8780479999999999,0.32924319888319703,0.0,1.0,17.768048,6.781295706159789,0.0,20.95,82,76,Refrigerated Grocery
"YOGURT,VANILLA,NF,ICLANDC",1.3448200000000001,0.8965072331617572,0.0,15.0,18.093367999999998,11.6585511217355,0.0,178.2,4875,290,Refrigerated Grocery
SS TANGERINE SALT SCRUB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,Body Care
CROWN CRAB MEAT FCY WHT,1.0,0.0,1.0,1.0,61.29818100000001,8.27808601638362,0.0,68.52,220,153,Packaged Grocery
"DRESSING,V/F,LMN & CHIVES",1.1174,0.47701761594093894,1.0,6.0,14.766614,6.43070469049991,0.0,81.0,954,253,Packaged Grocery
"PASTA SCE,OG,ITALIAN H",1.15268,0.713188039573189,0.0,15.0,33.152214,19.600259777324897,0.0,303.9,1847,268,Packaged Grocery
LIQ VITAMIN B-COMPLEX,2.860465,1.97936300535721,0.0,12.0,18.796046,12.8960831879905,0.0,81.72,129,96,Vitamins
,1.171597,0.71553375761611,0.0,12.0,18.528994,11.6040672537923,0.0,175.32,845,237,Body Care
"PASTA,OG1,KIDS MIX,BR RIC",1.0261280000000002,0.33684762667949103,0.0,9.0,17.189323,5.754993893445481,0.0,151.29,842,257,Packaged Grocery
"SNDWCH,EGG,VEGN BCN,CHS",0.883295,0.40367592745104297,0.0,4.0,13.718145999999999,8.647999715507598,0.0,63.52,437,195,Frozen
PURIFYING OIL-FREE MSTRZR,2.01923,1.1112682141322,0.0,4.0,26.186538,14.439981788676699,0.0,58.12,52,47,Body Care
"SUNBLOCK,FACE,SPF 30",3.4355550000000004,3.42835675932922,0.0,50.0,17.637644,17.1920506936899,0.0,245.0,675,206,Body Care
OG2 O.V. ULTRA 1% LCTS F,1.1894129999999998,0.49543152318715705,0.0,7.0,31.083240000000004,12.8611815361871,0.0,183.82,3854,293,Refrigerated Grocery
"SNACKS,SESAME SEAWEED",1.420023,2.5063400550500496,0.0,96.0,14.710604,10.5581571371789,0.0,101.12,1738,279,Packaged Grocery
"ONION POWDER,OG2",3.206165,1.64081280852277,0.0,12.0,10.645674,5.39552231208354,0.0,39.6,1038,268,Packaged Grocery
ALBA SUN KIDS SPF 30+,3.304964,3.97271915846839,0.0,50.0,16.93929,20.5320851592848,0.0,277.0,564,179,Body Care
"YOGURT,OG2,WM,POMEGRANATE",0.8120609999999999,0.731634767521908,0.0,8.0,12.617625,11.3215225537524,0.0,129.6,2139,278,Refrigerated Grocery
"OIL,DUCK FAT",0.488413,0.7173546244673661,0.0,12.0,17.539786,24.688113832308503,0.0,380.28,561,231,Packaged Grocery
"Juice, Orange, Gluten-Free, Kosher, Purity Organic",1.155339,0.714906034740905,0.0,6.0,41.059077,15.7938512050386,0.0,134.43,412,207,Packaged Grocery
DER E VIT E HAND CREME,2.313559,1.8429776748854099,0.0,12.0,8.57,7.04353543705088,0.0,47.28,118,96,Body Care
HIMALY NETI POT BIOPLSTC,1.8004380000000002,1.2124264221751202,0.0,8.0,9.774956,6.5121388595103396,0.0,39.6,456,204,Vitamins
BEE POLLEN,1.542857,1.24482120480524,0.0,5.0,7.305714,5.87470313929052,0.0,24.05,35,33,Vitamins
SPEC REF WALNUT OIL,1.842171,1.73287957940568,0.0,8.0,32.545719,20.787247433599898,0.0,105.74,792,242,Packaged Grocery
SLOPPY JOE MIX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369,110,Packaged Grocery
CLIF BUILD PEANUT BUTTER,1.272727,0.8896087444674692,0.0,18.0,19.321545999999998,12.2921464024255,0.0,180.18,1067,262,Packaged Grocery
"HAIR SPRY,PERFCT HLD,SUNF",2.156606,1.41938363582199,0.0,12.0,9.543817,6.1693853132248,0.0,49.44,613,231,Body Care
"SHAMPOO,CHAMOMILE",0.209944,0.929724885431225,0.0,12.0,0.8279,3.70250308549717,0.0,49.8,362,120,Body Care
OG2 GUAYAKI YERBA MATE,0.8147439999999999,0.5961798769599379,0.0,10.0,19.017315,12.762775030058698,0.0,166.95,1058,266,Packaged Tea
"SKIN CARE OIL,OG2,MACADM",0.96875,0.89746506805953,0.0,3.0,4.787187,4.25507684201491,0.0,12.15,32,29,Body Care
OG2 WHLSM FT SUCANAT PCH,1.0,0.0,1.0,1.0,34.268817,2.30077153858084,28.33,37.83,93,76,Packaged Grocery
NP OG2 BKWHT WLDBRY WAFF,1.048816,0.27578399682977806,1.0,5.0,25.312978,6.602219298093019,0.0,123.2,2028,278,Frozen
"PASTA,OG,WG EINKRN RIGAT",0.9714280000000001,0.45281565433046006,0.0,3.0,22.583428,10.2449961797303,0.0,67.35,35,30,Packaged Grocery
"GRAVY MIX,OG,GF,SHTK MSRM",1.033333,0.18051113445691197,1.0,2.0,8.759444,1.6731383154783201,6.06,18.3,90,70,Packaged Grocery
OREGANOL,3.112857,2.2152044137567,0.0,18.0,44.439184999999995,31.5656234130311,0.0,265.5,700,237,Vitamins
(SN)HEMP SEED NUT,1.053191,0.743844921975389,0.0,6.0,17.354414000000002,9.149483324776599,0.0,102.0,188,125,Vitamins
"DRPS,OG2,MANUKA,15+,LEMON",2.663888,2.40839441630729,0.0,18.0,11.422888,13.046591801991301,0.0,99.72,360,156,Vitamins
ADVNCD ENZYME SYSTEM,1.8571419999999998,1.28921988508086,0.0,8.0,34.118761,23.6342483198575,0.0,150.32,105,82,Vitamins
DELUXE ROTINI&WHT CHEDDAR,1.076086,0.354015085726349,1.0,4.0,34.953206,11.4637153897134,32.36,129.8,184,113,Packaged Grocery
